"author","reviewBody","reviewRating","ratingMaxvalue","reviewTags","dateCreated","images","reviewUrl","reviewSource","originalText","name","reviewCount","aggregateRating","address","place_id","input","businessUrl"
"Logan Flint","UCC is one of the most beautiful and accessible campuses that I have ever visited. UCC, if not the first, is one of the first to have a green campus. Not to mention the historic Mardyke Arena UCC ☠️🇮🇪☠️ and their sports programs.","5.0","5.0","","6 months ago","https://lh5.googleusercontent.com/p/AF1QipNRhSG9cwS8eQfAERcIsMNzczwk0laT2EhNLdwk | https://lh5.googleusercontent.com/p/AF1QipOn0E5VAzJdgpjlK_MsNFo3SfAxpXj6WfXP8ehn | https://lh5.googleusercontent.com/p/AF1QipMVy3dr4a150lLifktFCVuE0f7EDQ2JWwf3LeVB | https://lh5.googleusercontent.com/p/AF1QipP3gcq-nFAjdg1xg_vgYQS1JwhXoGQImjMELceG | https://lh5.googleusercontent.com/p/AF1QipNJTQdlNTzkAHQTuHPwatlD6-YO0DGUunvCKTo2 | https://lh5.googleusercontent.com/p/AF1QipOFmeoZMNuxPoqWw7P4C7Hf6dPWanJrCC5ehiPm","https://www.google.com/maps/contrib/112181257432883647106/reviews?hl=en-US&sa=X&ved=2ahUKEwjZ_PWr6eP7AhXAKlkFHSQCDf4QvfQBegUIARCEAQ","www.google.com","","University College Cork","718","4.6","College Rd, University College, Cork, Ireland","ChIJI8O7gCOQREgRkVJeg_BLik0","https://www.google.com/search?rlz=1C1CHBF_enIN962IN962&sxsrf=ALiCzsYmpYSFT9VTk9vAF9LzIhT7nTgETA:1670289426707&q=University+College+Cork&stick=H4sIAAAAAAAAAONgFuLQz9U3SM6pMlfiBLGMzY0L07WUspOt9HPykxNLMvPz4Ayr0rzMstSi4sySzNTiR4z-3AIvf9wTlnKbtObkNUYHLiI0CYlxsbnmlWSWVArxSHFxwe2uYuJg4FnEKh4KU1up4Jyfk5Oangqki7InsDECAEpgUL6qAAAA&sa=X&lei=EpiOY-zpKvK78gKDpKOoBg#lrd=0x4844902380bbc323:0x4d8a4bf0835e5291,1,,,","https://www.google.com/maps/place/?q=place_id:ChIJI8O7gCOQREgRkVJeg_BLik0"
"Paul Scally","Nice university on beautiful grounds beside the river Well worth a visit","4.0","5.0","","a month ago","","https://www.google.com/maps/contrib/106479360905501612406/reviews?hl=en-US&sa=X&ved=2ahUKEwjU0rWs6eP7AhXiD1kFHfs2DHgQvfQBegQIARB_","www.google.com","","University College Cork","718","4.6","College Rd, University College, Cork, Ireland","ChIJI8O7gCOQREgRkVJeg_BLik0","https://www.google.com/search?rlz=1C1CHBF_enIN962IN962&sxsrf=ALiCzsYmpYSFT9VTk9vAF9LzIhT7nTgETA:1670289426707&q=University+College+Cork&stick=H4sIAAAAAAAAAONgFuLQz9U3SM6pMlfiBLGMzY0L07WUspOt9HPykxNLMvPz4Ayr0rzMstSi4sySzNTiR4z-3AIvf9wTlnKbtObkNUYHLiI0CYlxsbnmlWSWVArxSHFxwe2uYuJg4FnEKh4KU1up4Jyfk5Oangqki7InsDECAEpgUL6qAAAA&sa=X&lei=EpiOY-zpKvK78gKDpKOoBg#lrd=0x4844902380bbc323:0x4d8a4bf0835e5291,1,,,","https://www.google.com/maps/place/?q=place_id:ChIJI8O7gCOQREgRkVJeg_BLik0"
"Gurgel Segrillo","High quality education in a gorgeous campus, with wonderful teachers and staff - viva UCC!","5.0","5.0","","2 months ago","https://lh5.googleusercontent.com/p/AF1QipODIClLJfsOxv8yzyJuPjEH8DERtERFDY_vj2s0","https://www.google.com/maps/contrib/109784634263967843326/reviews?hl=en-US&sa=X&ved=2ahUKEwjZ_PWr6eP7AhXAKlkFHSQCDf4QvfQBegUIARDiAQ","www.google.com","","University College Cork","718","4.6","College Rd, University College, Cork, Ireland","ChIJI8O7gCOQREgRkVJeg_BLik0","https://www.google.com/search?rlz=1C1CHBF_enIN962IN962&sxsrf=ALiCzsYmpYSFT9VTk9vAF9LzIhT7nTgETA:1670289426707&q=University+College+Cork&stick=H4sIAAAAAAAAAONgFuLQz9U3SM6pMlfiBLGMzY0L07WUspOt9HPykxNLMvPz4Ayr0rzMstSi4sySzNTiR4z-3AIvf9wTlnKbtObkNUYHLiI0CYlxsbnmlWSWVArxSHFxwe2uYuJg4FnEKh4KU1up4Jyfk5Oangqki7InsDECAEpgUL6qAAAA&sa=X&lei=EpiOY-zpKvK78gKDpKOoBg#lrd=0x4844902380bbc323:0x4d8a4bf0835e5291,1,,,","https://www.google.com/maps/place/?q=place_id:ChIJI8O7gCOQREgRkVJeg_BLik0"
"Leonardo Martinez","The UCC is really worth visiting. Most buildings have a sort of medieval look that gives the campus a real classic university vibe. There are tours everyday, but unfortunately we weren't able to take one. It would be good to have more signs with more information about the university and buildings.","4.0","5.0","","3 years ago","https://lh5.googleusercontent.com/p/AF1QipMosU49Uwr-EsnUBjytaLFH0zT1e-9Mh3uLJdo6 | https://lh5.googleusercontent.com/p/AF1QipNVypzEab-LgSdiuDEKw8UMz9WMBlkxpCp3gcpA | https://lh5.googleusercontent.com/p/AF1QipOWYYg8m9o2RpYD38YOdbhtoR8mP_NYWnI0obaX | https://lh5.googleusercontent.com/p/AF1QipNRSqGGIcJ57OB1oEQZvnPNBgNlPNR57oxDkWPP | https://lh5.googleusercontent.com/p/AF1QipPIkvTKpiP9MBVkzsN4HxreVN6akVHYpaD2XswF","https://www.google.com/maps/contrib/103452600654008247697/reviews?hl=en-US&sa=X&ved=2ahUKEwjU0rWs6eP7AhXiD1kFHfs2DHgQvfQBegQIARAd","www.google.com","","University College Cork","718","4.6","College Rd, University College, Cork, Ireland","ChIJI8O7gCOQREgRkVJeg_BLik0","https://www.google.com/search?rlz=1C1CHBF_enIN962IN962&sxsrf=ALiCzsYmpYSFT9VTk9vAF9LzIhT7nTgETA:1670289426707&q=University+College+Cork&stick=H4sIAAAAAAAAAONgFuLQz9U3SM6pMlfiBLGMzY0L07WUspOt9HPykxNLMvPz4Ayr0rzMstSi4sySzNTiR4z-3AIvf9wTlnKbtObkNUYHLiI0CYlxsbnmlWSWVArxSHFxwe2uYuJg4FnEKh4KU1up4Jyfk5Oangqki7InsDECAEpgUL6qAAAA&sa=X&lei=EpiOY-zpKvK78gKDpKOoBg#lrd=0x4844902380bbc323:0x4d8a4bf0835e5291,1,,,","https://www.google.com/maps/place/?q=place_id:ChIJI8O7gCOQREgRkVJeg_BLik0"
"Irelandsxphotos","The grounds of the UCC Cork are so beautiful. Lovely walk along the River Lee.","5.0","5.0","","10 months ago","https://lh5.googleusercontent.com/p/AF1QipOb2m4VokTJb8DkkIndSdLfE1JWzS3DO2-Fvb6f | https://lh5.googleusercontent.com/p/AF1QipO9HQB7xTT5flnYlar3Fy3xlb16ehjGttpe1gzS | https://lh5.googleusercontent.com/p/AF1QipMeocjiEx1UKvS69zbrm84DRkybde-6nznqmT5i | https://lh5.googleusercontent.com/p/AF1QipPGG3KdmfQd8vsAaAznZSU2Ek0kJ0Re2OKnZuQS | https://lh5.googleusercontent.com/p/AF1QipPf-BE1xVQY4U62fAAH-E9f4MTEL-L0AjVbMDPf | https://lh5.googleusercontent.com/p/AF1QipMiz881Nq_D3mumbUc9qMDquaBHTEEMmASq-tmi | https://lh5.googleusercontent.com/p/AF1QipPymQSvHgeD5FdEqpQeRq0rKfE0OKOrVDBRgl0I | https://lh5.googleusercontent.com/p/AF1QipPXg2AiYkWPa7N1CyLC8QQMMJSjqJciGQ2mieg0 | https://lh5.googleusercontent.com/p/AF1QipMpcwVrOd18cyaFokAoh9IRE2mHesc-O3-ptS-a | https://lh5.googleusercontent.com/p/AF1QipO4Y3i9jpQscsTRh1JEst9dstHAv1wEh3pdqA37 | https://lh5.googleusercontent.com/p/AF1QipMG8NnwSsbqtVseRkRRS8GQ8T1R41UUgYmix_Y7 | https://lh5.googleusercontent.com/p/AF1QipNbuVztqPyw-XAN5FFEhXr_oWdPK01byyi-9XlW | https://lh5.googleusercontent.com/p/AF1QipMEmSdiAXdJObsppmSmk3dS61-TXZvbCOBw5-kz | https://lh5.googleusercontent.com/p/AF1QipPXkpp41_7V0_0W6gxtFWMgqOR20ph5DyqUTg0a | https://lh5.googleusercontent.com/p/AF1QipO7GnOD8TGVlw-gGVDv7mI6ePQaIlZEwPu8pMVE | https://lh5.googleusercontent.com/p/AF1QipO54-iw0iVB-0yyNTxhxN0VvHlpni6cp94HTXeg | https://lh5.googleusercontent.com/p/AF1QipMp-za7C8UXnJFZyz7q6BqQk9iRK-R4UVL9i1tK","https://www.google.com/maps/contrib/114721728524335490950/reviews?hl=en-US&sa=X&ved=2ahUKEwjZ_PWr6eP7AhXAKlkFHSQCDf4QvfQBegUIARChAQ","www.google.com","","University College Cork","718","4.6","College Rd, University College, Cork, Ireland","ChIJI8O7gCOQREgRkVJeg_BLik0","https://www.google.com/search?rlz=1C1CHBF_enIN962IN962&sxsrf=ALiCzsYmpYSFT9VTk9vAF9LzIhT7nTgETA:1670289426707&q=University+College+Cork&stick=H4sIAAAAAAAAAONgFuLQz9U3SM6pMlfiBLGMzY0L07WUspOt9HPykxNLMvPz4Ayr0rzMstSi4sySzNTiR4z-3AIvf9wTlnKbtObkNUYHLiI0CYlxsbnmlWSWVArxSHFxwe2uYuJg4FnEKh4KU1up4Jyfk5Oangqki7InsDECAEpgUL6qAAAA&sa=X&lei=EpiOY-zpKvK78gKDpKOoBg#lrd=0x4844902380bbc323:0x4d8a4bf0835e5291,1,,,","https://www.google.com/maps/place/?q=place_id:ChIJI8O7gCOQREgRkVJeg_BLik0"
"Mahmoud Abdellatif","I like walking around the University.. There is an open museum inside the main building","5.0","5.0","","a year ago","https://lh5.googleusercontent.com/p/AF1QipP2y0SXS2MAwXoiDoJ7YIlmwGOXSmPWd86XFbYW | https://lh5.googleusercontent.com/p/AF1QipPrTVivKV2EeDz_fJ1r7zk9KtOaUCYqglW_tH5H | https://lh5.googleusercontent.com/p/AF1QipMis1-0oow2lMuhX-eXgbq0-025rFG_9TB_PYWs | https://lh5.googleusercontent.com/p/AF1QipPaR5JFTQcKuvmk_GXNnNxStDBnM3u9g_X7Mx2N | https://lh5.googleusercontent.com/p/AF1QipPZb47DTNuQLQB7-GKFpnPCwXDO7J-OnIC3NXPt | https://lh5.googleusercontent.com/p/AF1QipMRhOyKQiOjKyY8_vGR2VQeI2Z4jsmgrVLyFrLt | https://lh5.googleusercontent.com/p/AF1QipMfcySPN9IooBfepVvU84cP12KBn_ERZ0mOq8T3 | https://lh5.googleusercontent.com/p/AF1QipOZ0monGHndg12SeqfNdaibXg2-F1FgVX6dunUJ | https://lh5.googleusercontent.com/p/AF1QipOB8jdAkDuQamjHKFiypg5PSo7xOyRAO3qS_eGe | https://lh5.googleusercontent.com/p/AF1QipNAinLQU0x44WTTUrLYkDwsAOkXgSp4cPZkFsUg | https://lh5.googleusercontent.com/p/AF1QipPn1zGlanBOKWzf03-7JFwuEL2Xd4KKeU2Qd1GC | https://lh5.googleusercontent.com/p/AF1QipN2unlNsj1hVGvDZSwm9sDpB2b-zYDct-z-qKYF","https://www.google.com/maps/contrib/115362674837315751151/reviews?hl=en-US&sa=X&ved=2ahUKEwjU0rWs6eP7AhXiD1kFHfs2DHgQvfQBegUIARCVAQ","www.google.com","","University College Cork","718","4.6","College Rd, University College, Cork, Ireland","ChIJI8O7gCOQREgRkVJeg_BLik0","https://www.google.com/search?rlz=1C1CHBF_enIN962IN962&sxsrf=ALiCzsYmpYSFT9VTk9vAF9LzIhT7nTgETA:1670289426707&q=University+College+Cork&stick=H4sIAAAAAAAAAONgFuLQz9U3SM6pMlfiBLGMzY0L07WUspOt9HPykxNLMvPz4Ayr0rzMstSi4sySzNTiR4z-3AIvf9wTlnKbtObkNUYHLiI0CYlxsbnmlWSWVArxSHFxwe2uYuJg4FnEKh4KU1up4Jyfk5Oangqki7InsDECAEpgUL6qAAAA&sa=X&lei=EpiOY-zpKvK78gKDpKOoBg#lrd=0x4844902380bbc323:0x4d8a4bf0835e5291,1,,,","https://www.google.com/maps/place/?q=place_id:ChIJI8O7gCOQREgRkVJeg_BLik0"
"liger sewell","2 nights with no beds only benches a blanket no pillow. Lights that are on full all night and louder than a Turkish Market. No food from 5pm Saturday till I left at 5 pm on Monday. Sleep and food deprivation. The old A&E was luxury compared to now. I think I caught a cold from the cold rooms","1.0","5.0","","2 weeks ago","","https://www.google.com/maps/contrib/104041308956450210404/reviews?hl=en-US&sa=X&ved=2ahUKEwjZ_PWr6eP7AhXAKlkFHSQCDf4QvfQBegUIARC9Ag","www.google.com","","University College Cork","718","4.6","College Rd, University College, Cork, Ireland","ChIJI8O7gCOQREgRkVJeg_BLik0","https://www.google.com/search?rlz=1C1CHBF_enIN962IN962&sxsrf=ALiCzsYmpYSFT9VTk9vAF9LzIhT7nTgETA:1670289426707&q=University+College+Cork&stick=H4sIAAAAAAAAAONgFuLQz9U3SM6pMlfiBLGMzY0L07WUspOt9HPykxNLMvPz4Ayr0rzMstSi4sySzNTiR4z-3AIvf9wTlnKbtObkNUYHLiI0CYlxsbnmlWSWVArxSHFxwe2uYuJg4FnEKh4KU1up4Jyfk5Oangqki7InsDECAEpgUL6qAAAA&sa=X&lei=EpiOY-zpKvK78gKDpKOoBg#lrd=0x4844902380bbc323:0x4d8a4bf0835e5291,1,,,","https://www.google.com/maps/place/?q=place_id:ChIJI8O7gCOQREgRkVJeg_BLik0"
"Sean Murphy","Excellent facilities. Spotless clean. Friendly approachable staff. Always enjoy going there","5.0","5.0","","a month ago","","https://www.google.com/maps/contrib/116918133524919175234/reviews?hl=en-US&sa=X&ved=2ahUKEwjU0rWs6eP7AhXiD1kFHfs2DHgQvfQBegQIARBT","www.google.com","","University College Cork","718","4.6","College Rd, University College, Cork, Ireland","ChIJI8O7gCOQREgRkVJeg_BLik0","https://www.google.com/search?rlz=1C1CHBF_enIN962IN962&sxsrf=ALiCzsYmpYSFT9VTk9vAF9LzIhT7nTgETA:1670289426707&q=University+College+Cork&stick=H4sIAAAAAAAAAONgFuLQz9U3SM6pMlfiBLGMzY0L07WUspOt9HPykxNLMvPz4Ayr0rzMstSi4sySzNTiR4z-3AIvf9wTlnKbtObkNUYHLiI0CYlxsbnmlWSWVArxSHFxwe2uYuJg4FnEKh4KU1up4Jyfk5Oangqki7InsDECAEpgUL6qAAAA&sa=X&lei=EpiOY-zpKvK78gKDpKOoBg#lrd=0x4844902380bbc323:0x4d8a4bf0835e5291,1,,,","https://www.google.com/maps/place/?q=place_id:ChIJI8O7gCOQREgRkVJeg_BLik0"
"Malith Randimal","One of the best ambiance University in Ireland. Lovely walk near River Lee. Epic view from the entrance too. Glade that I got a call from it. Look forward to start. Story of the Legendary founder of Boolean algebra Sir Boolean from UCC.","5.0","5.0","","9 months ago","https://lh5.googleusercontent.com/p/AF1QipNpj26N6bt-Wv00XGnApU3G9f5HvsMqUYZmrtcQ | https://lh5.googleusercontent.com/p/AF1QipMwgC1Pbb8YQsutZ0guljO2DaCPq68D4Cgsc7Mo","https://www.google.com/maps/contrib/102429388429527365062/reviews?hl=en-US&sa=X&ved=2ahUKEwjZ_PWr6eP7AhXAKlkFHSQCDf4QvfQBegUIARDJAQ","www.google.com","","University College Cork","718","4.6","College Rd, University College, Cork, Ireland","ChIJI8O7gCOQREgRkVJeg_BLik0","https://www.google.com/search?rlz=1C1CHBF_enIN962IN962&sxsrf=ALiCzsYmpYSFT9VTk9vAF9LzIhT7nTgETA:1670289426707&q=University+College+Cork&stick=H4sIAAAAAAAAAONgFuLQz9U3SM6pMlfiBLGMzY0L07WUspOt9HPykxNLMvPz4Ayr0rzMstSi4sySzNTiR4z-3AIvf9wTlnKbtObkNUYHLiI0CYlxsbnmlWSWVArxSHFxwe2uYuJg4FnEKh4KU1up4Jyfk5Oangqki7InsDECAEpgUL6qAAAA&sa=X&lei=EpiOY-zpKvK78gKDpKOoBg#lrd=0x4844902380bbc323:0x4d8a4bf0835e5291,1,,,","https://www.google.com/maps/place/?q=place_id:ChIJI8O7gCOQREgRkVJeg_BLik0"
"Jorge Baptista","Lovely walk along the river. Beautiful gardens and historic buildings.","5.0","5.0","","9 months ago","https://lh5.googleusercontent.com/p/AF1QipO21jQCq1MpO2RQkYttrKmTF_17no2uXKAAzBP0 | https://lh5.googleusercontent.com/p/AF1QipMhK2lHWMaRZglSxaWBE8CuihL6Cj2ltpajVzZ2 | https://lh5.googleusercontent.com/p/AF1QipNUqO-fC8AJzrCbhyjPRoXst_zR_PdZESaSKugT | https://lh5.googleusercontent.com/p/AF1QipN-8oTynHkLmVYmNaIE3HRV-CvedG4jrVJZF_g9","https://www.google.com/maps/contrib/104163899783545070272/reviews?hl=en-US&sa=X&ved=2ahUKEwjU0rWs6eP7AhXiD1kFHfs2DHgQvfQBegQIARAC","www.google.com","","University College Cork","718","4.6","College Rd, University College, Cork, Ireland","ChIJI8O7gCOQREgRkVJeg_BLik0","https://www.google.com/search?rlz=1C1CHBF_enIN962IN962&sxsrf=ALiCzsYmpYSFT9VTk9vAF9LzIhT7nTgETA:1670289426707&q=University+College+Cork&stick=H4sIAAAAAAAAAONgFuLQz9U3SM6pMlfiBLGMzY0L07WUspOt9HPykxNLMvPz4Ayr0rzMstSi4sySzNTiR4z-3AIvf9wTlnKbtObkNUYHLiI0CYlxsbnmlWSWVArxSHFxwe2uYuJg4FnEKh4KU1up4Jyfk5Oangqki7InsDECAEpgUL6qAAAA&sa=X&lei=EpiOY-zpKvK78gKDpKOoBg#lrd=0x4844902380bbc323:0x4d8a4bf0835e5291,1,,,","https://www.google.com/maps/place/?q=place_id:ChIJI8O7gCOQREgRkVJeg_BLik0"
